---------------------------------------------------------------------------------------------

STARTING DOWNLOAD OF MERCATOR FORECAST
---------------------------------------------------------------------------------------------
exit
exit
exit
exit
exit
[Main]  
user=lglasner
pwd=kpt6yrnsRvVm
motu=https://nrt.cmems-du.eu/motu-web/Motu  
service_id=GLOBAL_ANALYSIS_FORECAST_PHY_001_024-TDS
product_id=global-analysis-forecast-phy-001-024
date_min=2020-06-01
date_max=2020-06-31
latitude_min=-40  
latitude_max=-15  
longitude_min=-80  
longitude_max=-70    
depth_min=0.49402499198913574
depth_max=5727.9169921875
variable=thetao,uo,vo,zos,so
out_dir=. 
out_name=2020-06.nc   
log_level=20 
2022-11-07 16:48:22.056 [ INFO] Asynchronous mode set
2022-11-07 16:48:22.057 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:48:27.092 [ INFO] Requesting file to download (this can take a while)...
2022-11-07 16:48:34.898 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:48:49.344 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:48:59.355 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:49:11.832 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:49:21.843 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:49:35.283 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:49:45.293 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:49:59.753 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:50:09.764 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:50:23.202 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:50:33.212 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:50:47.879 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:50:57.889 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:51:12.114 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:51:22.118 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:51:40.644 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:51:50.654 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:52:10.584 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:52:20.595 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:52:38.738 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:52:48.748 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:53:06.898 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:53:16.909 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:53:33.134 [ INFO] Product is not yet available (request in progress)
2022-11-07 16:53:43.145 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 16:54:01.940 [ INFO] The product is ready for download
2022-11-07 16:54:01.941 [ INFO] Downloading file (this can take a while)...
2022-11-07 16:54:04.015 [ INFO] File type: application/x-netcdf
2022-11-07 16:54:04.016 [ INFO] File size: 453.9 MB (453884744 B)
2022-11-07 16:54:04.016 [ INFO] Downloading file /storage/lucas/FORECAST/MERCATOR/FULLPHYSICS/HINDCAST/2020-06.nc
2022-11-07 19:17:29.444 [ INFO] - 453.9 MB (4.0%)
2022-11-07 19:17:29.841 [ INFO] - 453.9 MB (5.1%)
2022-11-07 19:17:30.237 [ INFO] - 453.9 MB (6.1%)
2022-11-07 19:17:30.632 [ INFO] - 453.9 MB (7.1%)
2022-11-07 19:17:31.030 [ INFO] - 453.9 MB (8.1%)
2022-11-07 19:17:31.426 [ INFO] - 453.9 MB (9.1%)
2022-11-07 19:17:31.821 [ INFO] - 453.9 MB (10.1%)
2022-11-07 19:17:32.217 [ INFO] - 453.9 MB (11.1%)
2022-11-07 19:17:32.613 [ INFO] - 453.9 MB (12.1%)
2022-11-07 19:17:33.010 [ INFO] - 453.9 MB (13.1%)
2022-11-07 19:17:33.407 [ INFO] - 453.9 MB (14.2%)
2022-11-07 19:17:33.804 [ INFO] - 453.9 MB (15.2%)
2022-11-07 19:17:34.200 [ INFO] - 453.9 MB (16.2%)
2022-11-07 19:17:34.598 [ INFO] - 453.9 MB (17.2%)
2022-11-07 19:17:34.994 [ INFO] - 453.9 MB (18.2%)
2022-11-07 19:17:35.392 [ INFO] - 453.9 MB (19.2%)
2022-11-07 19:17:35.790 [ INFO] - 453.9 MB (20.2%)
2022-11-07 19:17:36.186 [ INFO] - 453.9 MB (21.2%)
2022-11-07 19:17:36.582 [ INFO] - 453.9 MB (22.2%)
2022-11-07 19:17:36.980 [ INFO] - 453.9 MB (23.2%)
2022-11-07 19:17:37.377 [ INFO] - 453.9 MB (24.3%)
2022-11-07 19:17:37.776 [ INFO] - 453.9 MB (25.3%)
2022-11-07 19:17:38.174 [ INFO] - 453.9 MB (26.3%)
2022-11-07 19:17:38.570 [ INFO] - 453.9 MB (27.3%)
2022-11-07 19:17:38.968 [ INFO] - 453.9 MB (28.3%)
2022-11-07 19:17:39.364 [ INFO] - 453.9 MB (29.3%)
2022-11-07 19:17:39.761 [ INFO] - 453.9 MB (30.3%)
2022-11-07 19:17:40.159 [ INFO] - 453.9 MB (31.3%)
2022-11-07 19:17:40.556 [ INFO] - 453.9 MB (32.3%)
2022-11-07 19:17:40.953 [ INFO] - 453.9 MB (33.4%)
2022-11-07 19:17:41.370 [ INFO] - 453.9 MB (34.4%)
2022-11-07 19:17:41.793 [ INFO] - 453.9 MB (35.4%)
2022-11-07 19:17:42.207 [ INFO] - 453.9 MB (36.4%)
2022-11-07 19:17:42.618 [ INFO] - 453.9 MB (37.4%)
2022-11-07 19:17:43.015 [ INFO] - 453.9 MB (38.4%)
2022-11-07 19:17:43.413 [ INFO] - 453.9 MB (39.4%)
2022-11-07 19:17:43.809 [ INFO] - 453.9 MB (40.4%)
2022-11-07 19:17:44.205 [ INFO] - 453.9 MB (41.4%)
2022-11-07 19:17:44.603 [ INFO] - 453.9 MB (42.5%)
2022-11-07 19:17:45.003 [ INFO] - 453.9 MB (43.5%)
2022-11-07 19:17:45.402 [ INFO] - 453.9 MB (44.5%)
2022-11-07 19:17:45.798 [ INFO] - 453.9 MB (45.5%)
2022-11-07 19:17:46.195 [ INFO] - 453.9 MB (46.5%)
2022-11-07 19:17:46.592 [ INFO] - 453.9 MB (47.5%)
2022-11-07 19:17:46.989 [ INFO] - 453.9 MB (48.5%)
2022-11-07 19:17:47.387 [ INFO] - 453.9 MB (49.5%)
2022-11-07 19:17:47.783 [ INFO] - 453.9 MB (50.5%)
2022-11-07 19:17:48.180 [ INFO] - 453.9 MB (51.5%)
2022-11-07 19:17:48.578 [ INFO] - 453.9 MB (52.6%)
2022-11-07 19:17:48.974 [ INFO] - 453.9 MB (53.6%)
2022-11-07 19:17:49.370 [ INFO] - 453.9 MB (54.6%)
2022-11-07 19:17:49.767 [ INFO] - 453.9 MB (55.6%)
2022-11-07 19:17:50.163 [ INFO] - 453.9 MB (56.6%)
2022-11-07 19:17:50.561 [ INFO] - 453.9 MB (57.6%)
2022-11-07 19:17:50.957 [ INFO] - 453.9 MB (58.6%)
2022-11-07 19:17:51.354 [ INFO] - 453.9 MB (59.6%)
2022-11-07 19:17:51.751 [ INFO] - 453.9 MB (60.6%)
2022-11-07 19:17:52.148 [ INFO] - 453.9 MB (61.7%)
2022-11-07 19:17:52.544 [ INFO] - 453.9 MB (62.7%)
2022-11-07 19:17:52.941 [ INFO] - 453.9 MB (63.7%)
2022-11-07 19:17:53.339 [ INFO] - 453.9 MB (64.7%)
2022-11-07 19:17:53.737 [ INFO] - 453.9 MB (65.7%)
2022-11-07 19:17:54.135 [ INFO] - 453.9 MB (66.7%)
2022-11-07 19:17:54.531 [ INFO] - 453.9 MB (67.7%)
2022-11-07 19:17:54.928 [ INFO] - 453.9 MB (68.7%)
2022-11-07 19:17:55.325 [ INFO] - 453.9 MB (69.7%)
2022-11-07 19:17:55.722 [ INFO] - 453.9 MB (70.8%)
2022-11-07 19:17:56.119 [ INFO] - 453.9 MB (71.8%)
2022-11-07 19:17:56.516 [ INFO] - 453.9 MB (72.8%)
2022-11-07 19:17:56.911 [ INFO] - 453.9 MB (73.8%)
2022-11-07 19:17:57.309 [ INFO] - 453.9 MB (74.8%)
2022-11-07 19:17:57.706 [ INFO] - 453.9 MB (75.8%)
2022-11-07 19:17:58.103 [ INFO] - 453.9 MB (76.8%)
2022-11-07 19:17:58.499 [ INFO] - 453.9 MB (77.8%)
2022-11-07 19:17:58.896 [ INFO] - 453.9 MB (78.8%)
2022-11-07 19:17:59.293 [ INFO] - 453.9 MB (79.8%)
2022-11-07 19:17:59.690 [ INFO] - 453.9 MB (80.9%)
2022-11-07 19:18:00.087 [ INFO] - 453.9 MB (81.9%)
2022-11-07 19:18:00.485 [ INFO] - 453.9 MB (82.9%)
2022-11-07 19:18:00.882 [ INFO] - 453.9 MB (83.9%)
2022-11-07 19:18:01.278 [ INFO] - 453.9 MB (84.9%)
2022-11-07 19:18:01.675 [ INFO] - 453.9 MB (85.9%)
2022-11-07 19:18:02.108 [ INFO] - 453.9 MB (86.9%)
2022-11-07 19:18:02.526 [ INFO] - 453.9 MB (87.9%)
2022-11-07 19:18:02.941 [ INFO] - 453.9 MB (88.9%)
2022-11-07 19:18:03.338 [ INFO] - 453.9 MB (90.0%)
2022-11-07 19:18:03.734 [ INFO] - 453.9 MB (91.0%)
2022-11-07 19:18:04.131 [ INFO] - 453.9 MB (92.0%)
2022-11-07 19:18:04.528 [ INFO] - 453.9 MB (93.0%)
2022-11-07 19:18:04.923 [ INFO] - 453.9 MB (94.0%)
2022-11-07 19:18:05.320 [ INFO] - 453.9 MB (95.0%)
2022-11-07 19:18:05.718 [ INFO] - 453.9 MB (96.0%)
2022-11-07 19:18:06.115 [ INFO] - 453.9 MB (97.0%)
2022-11-07 19:18:06.512 [ INFO] - 453.9 MB (98.0%)
2022-11-07 19:18:06.909 [ INFO] - 453.9 MB (99.1%)
2022-11-07 19:18:07.281 [ INFO] - 453.9 MB (100.0%)
2022-11-07 19:18:07.281 [ INFO] Processing  time : 0:05:01.827256
2022-11-07 19:18:07.282 [ INFO] Downloading time : 0:00:41.072515
2022-11-07 19:18:07.282 [ INFO] Total time       : 0:05:42.899771
2022-11-07 19:18:07.282 [ INFO] Download rate    : 10.8 MB/s
2022-11-07 19:18:07.282 [ INFO] Done
[Main]  
user=lglasner
pwd=kpt6yrnsRvVm
motu=https://nrt.cmems-du.eu/motu-web/Motu  
service_id=GLOBAL_ANALYSIS_FORECAST_PHY_001_024-TDS
product_id=global-analysis-forecast-phy-001-024
date_min=2021-11-01
date_max=2021-11-31
latitude_min=-40  
latitude_max=-15  
longitude_min=-80  
longitude_max=-70    
depth_min=0.49402499198913574
depth_max=5727.9169921875
variable=thetao,uo,vo,zos,so
out_dir=. 
out_name=2021-11.nc   
log_level=20 
2022-11-07 19:18:07.579 [ INFO] Asynchronous mode set
2022-11-07 19:18:07.580 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:18:12.200 [ INFO] Requesting file to download (this can take a while)...
2022-11-07 19:18:19.888 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:18:31.029 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:18:41.040 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:18:52.094 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:19:02.105 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:19:13.205 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:19:23.213 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:19:34.318 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:19:44.325 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:19:55.428 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:20:05.437 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:20:16.460 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:20:26.465 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:20:37.522 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:20:47.533 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:20:58.553 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:21:08.558 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:21:19.659 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:21:29.667 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:21:40.751 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:21:50.762 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:22:01.872 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:22:11.880 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:22:22.893 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:22:32.899 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:22:43.933 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:22:53.940 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:23:04.999 [ INFO] The product is ready for download
2022-11-07 19:23:04.999 [ INFO] Downloading file (this can take a while)...
2022-11-07 19:23:05.973 [ INFO] File type: application/x-netcdf
2022-11-07 19:23:05.973 [ INFO] File size: 453.9 MB (453884744 B)
2022-11-07 19:23:05.974 [ INFO] Downloading file /storage/lucas/FORECAST/MERCATOR/FULLPHYSICS/HINDCAST/2021-11.nc
2022-11-07 19:23:07.846 [ INFO] - 453.9 MB (1.0%)
2022-11-07 19:23:08.353 [ INFO] - 453.9 MB (2.0%)
2022-11-07 19:23:08.812 [ INFO] - 453.9 MB (3.0%)
2022-11-07 19:23:09.220 [ INFO] - 453.9 MB (4.0%)
2022-11-07 19:23:09.624 [ INFO] - 453.9 MB (5.1%)
2022-11-07 19:23:10.021 [ INFO] - 453.9 MB (6.1%)
2022-11-07 19:23:10.419 [ INFO] - 453.9 MB (7.1%)
2022-11-07 19:23:10.818 [ INFO] - 453.9 MB (8.1%)
2022-11-07 19:23:11.215 [ INFO] - 453.9 MB (9.1%)
2022-11-07 19:23:11.613 [ INFO] - 453.9 MB (10.1%)
2022-11-07 19:23:12.012 [ INFO] - 453.9 MB (11.1%)
2022-11-07 19:23:12.407 [ INFO] - 453.9 MB (12.1%)
2022-11-07 19:23:12.805 [ INFO] - 453.9 MB (13.1%)
2022-11-07 19:23:13.204 [ INFO] - 453.9 MB (14.2%)
2022-11-07 19:23:13.600 [ INFO] - 453.9 MB (15.2%)
2022-11-07 19:23:14.000 [ INFO] - 453.9 MB (16.2%)
2022-11-07 19:23:14.399 [ INFO] - 453.9 MB (17.2%)
2022-11-07 19:23:14.799 [ INFO] - 453.9 MB (18.2%)
2022-11-07 19:23:15.196 [ INFO] - 453.9 MB (19.2%)
2022-11-07 19:23:15.595 [ INFO] - 453.9 MB (20.2%)
2022-11-07 19:23:15.995 [ INFO] - 453.9 MB (21.2%)
2022-11-07 19:23:16.392 [ INFO] - 453.9 MB (22.2%)
2022-11-07 19:23:16.799 [ INFO] - 453.9 MB (23.2%)
2022-11-07 19:23:17.218 [ INFO] - 453.9 MB (24.3%)
2022-11-07 19:23:17.633 [ INFO] - 453.9 MB (25.3%)
2022-11-07 19:23:18.034 [ INFO] - 453.9 MB (26.3%)
2022-11-07 19:23:18.432 [ INFO] - 453.9 MB (27.3%)
2022-11-07 19:23:18.829 [ INFO] - 453.9 MB (28.3%)
2022-11-07 19:23:19.229 [ INFO] - 453.9 MB (29.3%)
2022-11-07 19:23:19.628 [ INFO] - 453.9 MB (30.3%)
2022-11-07 19:23:20.028 [ INFO] - 453.9 MB (31.3%)
2022-11-07 19:23:20.425 [ INFO] - 453.9 MB (32.3%)
2022-11-07 19:23:20.825 [ INFO] - 453.9 MB (33.4%)
2022-11-07 19:23:21.224 [ INFO] - 453.9 MB (34.4%)
2022-11-07 19:23:21.624 [ INFO] - 453.9 MB (35.4%)
2022-11-07 19:23:22.020 [ INFO] - 453.9 MB (36.4%)
2022-11-07 19:23:22.421 [ INFO] - 453.9 MB (37.4%)
2022-11-07 19:23:22.820 [ INFO] - 453.9 MB (38.4%)
2022-11-07 19:23:23.220 [ INFO] - 453.9 MB (39.4%)
2022-11-07 19:23:23.619 [ INFO] - 453.9 MB (40.4%)
2022-11-07 19:23:24.019 [ INFO] - 453.9 MB (41.4%)
2022-11-07 19:23:24.416 [ INFO] - 453.9 MB (42.5%)
2022-11-07 19:23:24.821 [ INFO] - 453.9 MB (43.5%)
2022-11-07 19:23:25.225 [ INFO] - 453.9 MB (44.5%)
2022-11-07 19:23:25.624 [ INFO] - 453.9 MB (45.5%)
2022-11-07 19:23:26.025 [ INFO] - 453.9 MB (46.5%)
2022-11-07 19:23:26.424 [ INFO] - 453.9 MB (47.5%)
2022-11-07 19:23:26.821 [ INFO] - 453.9 MB (48.5%)
2022-11-07 19:23:27.221 [ INFO] - 453.9 MB (49.5%)
2022-11-07 19:23:27.620 [ INFO] - 453.9 MB (50.5%)
2022-11-07 19:23:28.020 [ INFO] - 453.9 MB (51.5%)
2022-11-07 19:23:28.417 [ INFO] - 453.9 MB (52.6%)
2022-11-07 19:23:28.816 [ INFO] - 453.9 MB (53.6%)
2022-11-07 19:23:29.216 [ INFO] - 453.9 MB (54.6%)
2022-11-07 19:23:29.616 [ INFO] - 453.9 MB (55.6%)
2022-11-07 19:23:30.012 [ INFO] - 453.9 MB (56.6%)
2022-11-07 19:23:30.413 [ INFO] - 453.9 MB (57.6%)
2022-11-07 19:23:30.811 [ INFO] - 453.9 MB (58.6%)
2022-11-07 19:23:31.211 [ INFO] - 453.9 MB (59.6%)
2022-11-07 19:23:31.609 [ INFO] - 453.9 MB (60.6%)
2022-11-07 19:23:32.012 [ INFO] - 453.9 MB (61.7%)
2022-11-07 19:23:32.412 [ INFO] - 453.9 MB (62.7%)
2022-11-07 19:23:32.811 [ INFO] - 453.9 MB (63.7%)
2022-11-07 19:23:33.208 [ INFO] - 453.9 MB (64.7%)
2022-11-07 19:23:33.607 [ INFO] - 453.9 MB (65.7%)
2022-11-07 19:23:34.007 [ INFO] - 453.9 MB (66.7%)
2022-11-07 19:23:34.404 [ INFO] - 453.9 MB (67.7%)
2022-11-07 19:23:34.805 [ INFO] - 453.9 MB (68.7%)
2022-11-07 19:23:35.204 [ INFO] - 453.9 MB (69.7%)
2022-11-07 19:23:35.603 [ INFO] - 453.9 MB (70.8%)
2022-11-07 19:23:36.001 [ INFO] - 453.9 MB (71.8%)
2022-11-07 19:23:36.401 [ INFO] - 453.9 MB (72.8%)
2022-11-07 19:23:36.799 [ INFO] - 453.9 MB (73.8%)
2022-11-07 19:23:37.199 [ INFO] - 453.9 MB (74.8%)
2022-11-07 19:23:37.617 [ INFO] - 453.9 MB (75.8%)
2022-11-07 19:23:38.047 [ INFO] - 453.9 MB (76.8%)
2022-11-07 19:23:38.448 [ INFO] - 453.9 MB (77.8%)
2022-11-07 19:23:38.851 [ INFO] - 453.9 MB (78.8%)
2022-11-07 19:23:39.250 [ INFO] - 453.9 MB (79.8%)
2022-11-07 19:23:39.650 [ INFO] - 453.9 MB (80.9%)
2022-11-07 19:23:40.048 [ INFO] - 453.9 MB (81.9%)
2022-11-07 19:23:40.448 [ INFO] - 453.9 MB (82.9%)
2022-11-07 19:23:40.845 [ INFO] - 453.9 MB (83.9%)
2022-11-07 19:23:41.245 [ INFO] - 453.9 MB (84.9%)
2022-11-07 19:23:41.643 [ INFO] - 453.9 MB (85.9%)
2022-11-07 19:23:42.043 [ INFO] - 453.9 MB (86.9%)
2022-11-07 19:23:42.441 [ INFO] - 453.9 MB (87.9%)
2022-11-07 19:23:42.840 [ INFO] - 453.9 MB (88.9%)
2022-11-07 19:23:43.239 [ INFO] - 453.9 MB (90.0%)
2022-11-07 19:23:43.638 [ INFO] - 453.9 MB (91.0%)
2022-11-07 19:23:44.036 [ INFO] - 453.9 MB (92.0%)
2022-11-07 19:23:44.436 [ INFO] - 453.9 MB (93.0%)
2022-11-07 19:23:44.836 [ INFO] - 453.9 MB (94.0%)
2022-11-07 19:23:45.235 [ INFO] - 453.9 MB (95.0%)
2022-11-07 19:23:45.632 [ INFO] - 453.9 MB (96.0%)
2022-11-07 19:23:46.032 [ INFO] - 453.9 MB (97.0%)
2022-11-07 19:23:46.432 [ INFO] - 453.9 MB (98.0%)
2022-11-07 19:23:46.829 [ INFO] - 453.9 MB (99.1%)
2022-11-07 19:23:47.205 [ INFO] - 453.9 MB (100.0%)
2022-11-07 19:23:47.206 [ INFO] Processing  time : 0:04:58.394773
2022-11-07 19:23:47.206 [ INFO] Downloading time : 0:00:41.232179
2022-11-07 19:23:47.206 [ INFO] Total time       : 0:05:39.626952
2022-11-07 19:23:47.206 [ INFO] Download rate    : 10.8 MB/s
2022-11-07 19:23:47.206 [ INFO] Done
[Main]  
user=lglasner
pwd=kpt6yrnsRvVm
motu=https://nrt.cmems-du.eu/motu-web/Motu  
service_id=GLOBAL_ANALYSIS_FORECAST_PHY_001_024-TDS
product_id=global-analysis-forecast-phy-001-024
date_min=2021-12-01
date_max=2021-12-31
latitude_min=-40  
latitude_max=-15  
longitude_min=-80  
longitude_max=-70    
depth_min=0.49402499198913574
depth_max=5727.9169921875
variable=thetao,uo,vo,zos,so
out_dir=. 
out_name=2021-12.nc   
log_level=20 
2022-11-07 19:23:47.500 [ INFO] Asynchronous mode set
2022-11-07 19:23:47.501 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:23:51.633 [ INFO] Requesting file to download (this can take a while)...
2022-11-07 19:23:58.603 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:24:09.683 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:24:19.691 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:24:30.720 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:24:40.727 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:24:51.824 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:25:01.831 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:25:12.899 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:25:22.907 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:25:33.899 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:25:43.908 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:25:55.005 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:26:05.011 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:26:16.071 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:26:26.079 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:26:37.108 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:26:47.116 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:26:58.158 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:27:08.167 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:27:19.248 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:27:29.255 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:27:40.323 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:27:50.332 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:28:01.331 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:28:11.339 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:28:22.328 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:28:32.335 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:28:43.370 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:28:53.379 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:29:04.357 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:29:14.364 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:29:25.382 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:29:35.391 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:29:46.374 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:29:56.395 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:30:07.480 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:30:17.488 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:30:28.549 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:30:38.556 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:30:49.619 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:30:59.627 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:31:10.663 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:31:20.671 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:31:31.723 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:31:41.731 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:31:52.786 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:32:02.796 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:32:13.794 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:32:23.803 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:32:34.961 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:32:44.967 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:32:56.062 [ INFO] Product is not yet available (request in progress)
2022-11-07 19:33:06.073 [ INFO] Authenticating user lglasner for service https://nrt.cmems-du.eu/motu-web/Motu
2022-11-07 19:33:17.175 [ INFO] The product is ready for download
2022-11-07 19:33:17.175 [ INFO] Downloading file (this can take a while)...
2022-11-07 19:33:18.141 [ INFO] File type: application/x-netcdf
2022-11-07 19:33:18.141 [ INFO] File size: 453.9 MB (453884744 B)
